('ad', 'ad')
('enos', 'noes')
('lnoo', 'nolo')
('mnos', 'noms')
('nnos', 'nons')
('nnoo', 'noon')
('mnor', 'norm')
('hnos', 'nosh')
('anot', 'nota')
('nnou', 'noun')
('noov', 'novo')
('bnsu', 'nubs')
('denu', 'nude')
('bmnu', 'numb')
('nnsu', 'nuns')
('afos', 'oafs')
('aors', 'oars')
('aost', 'oats')
('beoy', 'obey')
('biot', 'obit')
('coot', 'octo')
('ddos', 'odds')
('dino', 'odin')
('emos', 'oems')
('eglo', 'ogle')
('hioo', 'ohio')
('ilos', 'oils')
('ikno', 'oink')
('ekoy', 'okey')
('aklo', 'okla')
('aelo', 'olea')
('elos', 'oles')
('amno', 'oman')
('imot', 'omit')
('enos', 'ones')
('noot', 'onto')
('noxy', 'onyx')
('eooz', 'ooze')
('alop', 'opal')
('enop', 'open')
('opsu', 'opus')
('aeor', 'orae')
('bors', 'orbs')
('eors', 'ores')
('gior', 'orig')
('lory', 'orly')
('loos', 'oslo')
('ciot', 'otic')
('orsu', 'ours')
('ostu', 'outs')
('alov', 'oval')
('eorv', 'over')
('mouv', 'ovum')
('eosw', 'owes')
('nosw', 'owns')
('eory', 'oyer')
('acep', 'pace')
('acpt', 'pact')
('aegp', 'page')
('ailp', 'pail')
('aipr', 'pair')
('aelp', 'pale')
('almp', 'palm')
('aenp', 'pane')
('anps', 'pans')
('aapp', 'papa')
('adpr', 'pard')
('aipr', 'pari')
('aprs', 'pars')
('aops', 'paso')
('apst', 'past')
('ahpt', 'path')
('alpu', 'paul')
('alpw', 'pawl')
('apsw', 'paws')
('aekp', 'peak')
('aepr', 'pear')
('aept', 'peat')
('deep', 'pede')
('eelp', 'peel')
('eepp', 'peep')
('egps', 'pegs')
('eflp', 'pelf')
('elpt', 'pelt')
('ehnp', 'penh')
('enps', 'pens')
('enop', 'peon')
('eepr', 'pere')
('empr', 'perm')
('epru', 'peru')
('epst', 'pest')
('epst', 'pets')
('hilp', 'phil')
('ailp', 'pial')
('acip', 'pica')
('cips', 'pics')
('eipr', 'pier')
('gips', 'pigs')
('eilp', 'pile')
('illp', 'pill')
('einp', 'pine')
('iknp', 'pink')
('inpt', 'pint')
('eipp', 'pipe')
('aips', 'pisa')
('ipst', 'pits')
('ipsu', 'pius')
('alnp', 'plan')
('alpy', 'play')
('delp', 'pled')
('lopp', 'plop')
('lopw', 'plow')
('glpu', 'plug')
('lpsu', 'plus')
('coop', 'poco')
('emop', 'poem')
('ekop', 'poke')
('elop', 'pole')
('llop', 'poll')
('lops', 'pols')
('mopp', 'pomp')
('enop', 'pone')
('nops', 'pons')
('hoop', 'pooh')
('oopp', 'poop')
('eopp', 'pope')
('eopr', 'pore')
('kopr', 'pork')
('oprt', 'port')
('hops', 'posh')
('opsy', 'posy')
('optt', 'pott')
('optu', 'pout')
('ampr', 'pram')
('eppr', 'prep')
('epry', 'prey')
('impr', 'prim')
('bopr', 'prob')
('dopr', 'prod')
('gopr', 'prog')
('nopr', 'pron')
('oprs', 'pros')
('oprw', 'prow')
('apst', 'ptas')
('cepu', 'puce')
('ffpu', 'puff')
('ipsu', 'puis')
('llpu', 'pull')
('ampu', 'puma')
('anpu', 'puna')
('npsu', 'puns')
('npuy', 'puny')
('ppsu', 'pups')
('lpru', 'purl')
('hpsu', 'push')
('pstu', 'puts')
('alpy', 'pyla')
('adqu', 'quad')
('alqu', 'qual')
('aqtu', 'quat')
('emqu', 'quem')
('aiqu', 'quia')
('ipqu', 'quip')
('iquz', 'quiz')
('oqsu', 'quos')
('ackr', 'rack')
('afrt', 'raft')
('aegr', 'rage')
('adir', 'raid')
('ainr', 'rain')
('aekr', 'rake')
('ampr', 'ramp')
('adnr', 'rand')
('ainr', 'rani')
('anrt', 'rant')
('aprs', 'raps')
('aerr', 'rare')
('ahrs', 'rash')
('aart', 'rata')
('arst', 'rats')
('arsy', 'rays')
('arzz', 'razz')
('aelr', 'real')
('aepr', 'reap')
('bers', 'rebs')
('cert', 'rect')
('ders', 'reds')
('eefr', 'reef')
('eelr', 'reel')
('eilr', 'reil')
('eirt', 'reit')
('emrs', 'rems')
('eenr', 'rene')
('enrt', 'rent')
('deqr', 'reqd')
('erst', 'rest')
('eert', 'rete')
('ersv', 'revs')
('hrsu', 'rhus')
('birs', 'ribs')
('ceir', 'rice')
('cikr', 'rick')
('deir', 'ride')
('eilr', 'riel')
('ffir', 'riff')
('girs', 'rigs')
('illr', 'rill')
('eimr', 'rime')
('dinr', 'rind')
('iknr', 'rink')
('eipr', 'ripe')
('eirs', 'rise')
('eirt', 'rite')
('ador', 'road')
('anor', 'roan')
('beor', 'robe')
('ckor', 'rock')
('dors', 'rods')
('ilor', 'roil')
('llor', 'roll')
('mopr', 'romp')
('door', 'rood')
('koor', 'rook')
('oort', 'root')
('aors', 'rosa')
('hors', 'rosh')
('aort', 'rota')
('eort', 'rote')
('eoru', 'roue')
('orsu', 'rous')
('eorv', 'rove')
('beru', 'rube')
('bruy', 'ruby')
('deru', 'rued')
('ffru', 'ruff')
('grsu', 'rugs')
('inru', 'ruin')
('mpru', 'rump')
('enru', 'rune')
('nrsu', 'runs')
('ersu', 'ruse')
('krsu', 'rusk')
('hrtu', 'ruth')
('arsy', 'ryas')
('acks', 'sack')
('aefs', 'safe')
('aegs', 'sage')
('agss', 'sags')
('ails', 'sail')
('aels', 'sale')
('alst', 'salt')
('adns', 'sand')
('agns', 'sang')
('anss', 'sans')
('apss', 'saps')
('ahss', 'sash')
('aest', 'sate')
('alsu', 'saul')
('answ', 'sawn')
('assy', 'says')
('acgs', 'scag')
('acns', 'scan')
('acst', 'scat')
('cost', 'scot')
('cdsu', 'scud')
('aels', 'seal')
('aers', 'sear')
('aest', 'seat')
('dees', 'seed')
('eems', 'seem')
('eeps', 'seep')
('eess', 'sees')
('ells', 'sell')
('dens', 'send')
('epst', 'sept')
('bers', 'serb')
('efrs', 'serf')
('ersv', 'serv')
('aest', 'seta')
('ensw', 'sewn')
('eesx', 'sexe')
('esxy', 'sexy')
('aghs', 'shag')
('ahms', 'sham')
('ahsy', 'shay')
('ehss', 'shes')
('hims', 'shim')
('hips', 'ship')
('dhos', 'shod')
('hoos', 'shoo')
('host', 'shot')
('hnsu', 'shun')
('aims', 'siam')
('deis', 'side')
('ghis', 'sigh')
('hiks', 'sikh')
('ills', 'sill')
('ilst', 'silt')
('gins', 'sing')
('inss', 'sins')
('eirs', 'sire')
('eist', 'site')
('istu', 'situ')
('eisw', 'siwe')
('agks', 'skag')
('diks', 'skid')
('ikns', 'skin')
('ikss', 'skis')
('abls', 'slab')
('alms', 'slam')
('alst', 'slat')
('alsw', 'slaw')
('dels', 'sled')
('dils', 'slid')
('ilps', 'slip')
('blos', 'slob')
('glos', 'slog')
('lost', 'slot')
('elsu', 'slue')
('lmsu', 'slum')
('lstu', 'slut')
('gmsu', 'smug')
('agns', 'snag')
('inps', 'snip')
('nost', 'snot')
('bnsu', 'snub')
('akos', 'soak')
('aors', 'soar')
('ckos', 'sock')
('doss', 'sods')
('fost', 'soft')
('aios', 'soia')
('iors', 'soir')
('ajos', 'soja')
('dlos', 'sold')
('ilos', 'soli')
('amos', 'soma')
('gnos', 'song')
('noos', 'soon')
('hops', 'soph')
('eors', 'sore')
('osst', 'sots')
('opsu', 'soup')
('nosw', 'sown')
('aosy', 'soya')
('aprs', 'spar')
('apst', 'spat')
('acps', 'spca')
('ceps', 'spec')
('epss', 'spes')
('inps', 'spin')
('ipsv', 'spiv')
('prsy', 'spry')
('npsu', 'spun')
('abst', 'stab')
('anst', 'stan')
('astt', 'stat')
('emst', 'stem')
('estt', 'stet')
('irst', 'stir')
('ostw', 'stow')
('dstu', 'stud')
('stxy', 'styx')
('chsu', 'such')
('dssu', 'suds')
('ersu', 'suer')
('estu', 'suet')
('esuz', 'suez')
('klsu', 'sulk')
('mssu', 'sums')
('knsu', 'sunk')
('pssu', 'sups')
('arsu', 'sura')
('frsu', 'surf')
('absw', 'swab')
('amsw', 'swam')
('apsw', 'swap')
('aswy', 'sway')
('gisw', 'swig')
('opsw', 'swop')
('cnsy', 'sync')
('abtu', 'tabu')
('ackt', 'tack')
('actt', 'tact')
('aftt', 'taft')
('ailt', 'tail')
('aclt', 'talc')
('ailt', 'tali')
('allt', 'tall')
('ampt', 'tamp')
('agnt', 'tang')
('anst', 'tans')
('apst', 'taps')
('anrt', 'tarn')
('aprt', 'tarp')
('artt', 'tart')
('astt', 'tats')
('astw', 'taws')
('aitx', 'taxi')
('aelt', 'teal')
('aert', 'tear')
('aett', 'teat')
('deet', 'teed')
('eent', 'teen')
('aelt', 'tela')
('empt', 'temp')
('ennt', 'tenn')
('entt', 'tent')
('emrt', 'term')
('errt', 'terr')
('eett', 'tete')
('ahit', 'thai')
('ahtt', 'that')
('eeht', 'thee')
('ehnt', 'then')
('hint', 'thin')
('hort', 'thor')
('dhtu', 'thud')
('hrtu', 'thur')
('cikt', 'tick')
('deit', 'tide')
('deit', 'tied')
('eirt', 'tier')
('ffit', 'tiff')
('illt', 'till')
('eimt', 'time')
('inst', 'tins')
('inty', 'tiny')
('eirt', 'tire')
('imtu', 'tium')
('deot', 'toed')
('fotu', 'tofu')
('goot', 'togo')
('ilot', 'toil')
('dlot', 'told')
('bmot', 'tomb')
('most', 'toms')
('gnot', 'tong')
('nost', 'tons')
('koot', 'took')
('oott', 'toot')
('opst', 'tops')
('iort', 'tori')
('ortt', 'tort')
('osst', 'toss')
('oott', 'toto')
('ortu', 'tour')
('notw', 'town')
('osty', 'toys')
('aprt', 'trap')
('eert', 'tree')
('girt', 'trig')
('iort', 'trio')
('dort', 'trod')
('ortt', 'trot')
('ertu', 'true')
('abtu', 'tuba')
('botu', 'tubo')
('cktu', 'tuck')
('aftu', 'tufa')
('gstu', 'tugs')
('cntu', 'tunc')
('gntu', 'tung')
('krtu', 'turk')
('hstu', 'tush')
('ttuu', 'tutu')
('astw', 'twas')
('intw', 'twin')
('ostw', 'twos')
('epty', 'type')
('orty', 'tyro')
('adlu', 'udal')
('gluy', 'ugly')
('bmou', 'umbo')
('cinu', 'unci')
('intu', 'unit')
('notu', 'unto')
('nopu', 'upon')
('brsu', 'urbs')
('aeru', 'urea')
('airu', 'uria')
('nrsu', 'urns')
('afsu', 'usaf')
('adsu', 'usda')
('eesu', 'usee')
('essu', 'uses')
('ssuu', 'usus')
('aeuv', 'uvea')
('adev', 'vade')
('ailv', 'vail')
('aelv', 'vale')
('aenv', 'vane')
('arvy', 'vary')
('aesv', 'vase')
('astv', 'vats')
('adev', 'veda')
('eerv', 'veer')
('einv', 'vein')
('delv', 'veld')
('denv', 'vend')
('aerv', 'vera')
('eirv', 'veri')
('ervy', 'very')
('aetv', 'veta')
('estv', 'vets')
('ailv', 'vial')
('ceiv', 'vice')
('diiv', 'vidi')
('eirv', 'vier')
('eivw', 'view')
('einv', 'vine')
('ipsv', 'vips')
('eisv', 'vise')
('aivv', 'viva')
('iovv', 'vivo')
('diov', 'void')
('alov', 'vola')
('lotv', 'volt')
('osvw', 'vows')
('acsw', 'wacs')
('adiw', 'wadi')
('aftw', 'waft')
('agsw', 'wags')
('ailw', 'wail')
('aitw', 'wait')
('aelw', 'wale')
('allw', 'wall')
('adnw', 'wand')
('agnw', 'wang')
('adrw', 'ward')
('amrw', 'warm')
('aprw', 'warp')
('artw', 'wart')
('ahsw', 'wash')
('astw', 'wats')
('aevw', 'wave')
('awxy', 'waxy')
('ctuw', 'wctu')
('aelw', 'weal')
('aerw', 'wear')
('desw', 'weds')
('eekw', 'week')
('eftw', 'weft')
('eirw', 'weir')
('ellw', 'well')
('denw', 'wend')
('eptw', 'wept')
('ertw', 'wert')
('estw', 'wets')
('ahtw', 'what')
('ehtw', 'whet')
('ehwy', 'whey')
('himw', 'whim')
('hirw', 'whir')
('hiwz', 'whiz')
('hmow', 'whom')
('cikw', 'wick')
('efiw', 'wife')
('dilw', 'wild')
('illw', 'will')
('ilwy', 'wily')
('dinw', 'wind')
('ginw', 'wing')
('inow', 'wino')
('inwy', 'winy')
('eirw', 'wire')
('eisw', 'wise')
('ipsw', 'wisp')
('istw', 'wits')
('adow', 'woad')
('ekow', 'woke')
('dlow', 'wold')
('bmow', 'womb')
('doow', 'wood')
('loow', 'wool')
('dorw', 'word')
('korw', 'work')
('norw', 'worn')
('osww', 'wows')
('enrw', 'wren')
('nrtw', 'wrnt')
('amsx', 'xmas')
('airy', 'yair')
('aely', 'yale')
('agny', 'yang')
('apsy', 'yaps')
('anry', 'yarn')
('anwy', 'yawn')
('aswy', 'yaws')
('aery', 'year')
('eggy', 'yegg')
('elpy', 'yelp')
('eity', 'yeti')
('ilty', 'yilt')
('acmy', 'ymca')
('gioy', 'yogi')
('kloy', 'yolk')
('kory', 'york')
('lowy', 'yowl')
('eluy', 'yule')
('acwy', 'ywca')
('anyz', 'zany')
('aelz', 'zeal')
('einz', 'zein')
('estz', 'zest')
('esuz', 'zeus')
('ginz', 'zing')
('inoz', 'zion')
('iitz', 'ziti')
('anoz', 'zona')
('knoz', 'zonk')
('oosz', 'zoos')
('inuz', 'zuni')
('aabci', 'abaci')
('aabft', 'abaft')
('aabhs', 'abash')
('abbes', 'abbes')
('abbot', 'abbot')
('abegg', 'abegg')
('abhor', 'abhor')
('abeis', 'abies')
('abenr', 'abner')
('abort', 'abort')
('abeov', 'above')
('abesu', 'abuse')
('aabbw', 'abwab')
('abssy', 'abyss')
('accst', 'accts')
('aacet', 'aceta')
('acehs', 'aches')
('acgin', 'acing')
('aceek', 'ackee')
('aacen', 'acnae')
('acens', 'acnes')
('acnor', 'acorn')
('acers', 'acres')
('acdet', 'acted')
('aciot', 'actio')
('acstu', 'actus')
('aadeg', 'adage')
('aadpt', 'adapt')
('adder', 'adder')
('adeem', 'adeem')
('adept', 'adept')
('adios', 'adios')
('aadmn', 'adman')
('adimx', 'admix')
('adflo', 'adolf')
('adeor', 'adore')
('adltu', 'adult')
('aegis', 'aegis')
('aeoqu', 'aequo')
('aeops', 'aesop')
('affix', 'affix')
('afoot', 'afoot')
('aflou', 'afoul')
('aefrt', 'after')
('aaegp', 'agape')
('aaegv', 'agave')
('aegrs', 'agers')
('aeggi', 'aggie')
('aggin', 'aging')
('aegly', 'agley')
('agnsu', 'agnus')
('aeegr', 'agree')
('aadeh', 'ahead')
('addei', 'aided')
('adeis', 'aides')
('adeim', 'aimed')
('ainsu', 'ainus')
('aeirr', 'airer')
('aeils', 'aisle')
('aalmo', 'alamo')
('aaelt', 'alate')
('ablmu', 'album')
('adelr', 'alder')
('aelrt', 'alert')
('aaegl', 'algae')
('aagls', 'algas')
('agiln', 'algin')
('aglor', 'algor')
('abiil', 'alibi')
('aeiln', 'alien')
('aeikl', 'alike')
('ailos', 'alios')
('adkly', 'alkyd')
('aahll', 'allah')
('aelln', 'allen')
('allot', 'allot')
('alloy', 'alloy')
('aelos', 'aloes')
('aahlo', 'aloha')
('aelno', 'alone')
('afloo', 'aloof')
('aahlp', 'alpha')
('aelrt', 'alter')
('almtu', 'altum')
('aaams', 'amaas')
('aaimn', 'amain')
('aaemz', 'amaze')
('abelm', 'amble')
('abmos', 'ambos')
('aeilm', 'ameli')
('aemns', 'amens')
('adeim', 'amide')
('aeimn', 'amine')
('ahims', 'amish')
('aimty', 'amity')
('aiimn', 'amnii')
('amoru', 'amour')
('aelmp', 'ample')
('almpu', 'ampul')
('aemsu', 'amuse')
('adenr', 'andre')
('aegln', 'angel')
('aegln', 'angle')
('agnry', 'angry')
('agnsu', 'angus')
('aaimn', 'anima')
('ainno', 'anion')
('ahkns', 'ankhs')
('aalnn', 'annal')
('aennx', 'annex')
('annoy', 'annoy')
('amnnu', 'annum')
('aaino', 'anoia')
('aaens', 'ansae')
('aenst', 'antes')
('ainst', 'antis')
('ansty', 'antsy')
('aaort', 'aorta')
('aaprt', 'apart')
('adhip', 'aphid')
('ahips', 'apish')
('aaenp', 'apnea')
('aelpp', 'apple')
('ailpr', 'april')
('aepss', 'apses')
('aeprt', 'apter')
('aaequ', 'aquae')
('aborr', 'arbor')
('acrsu', 'arcus')
('aaelr', 'areal')
('aacer', 'areca')
('aagrs', 'argas')
('agors', 'argos')
('aegru', 'argue')
('aeirs', 'aries')
('ademr', 'armed')
('amorr', 'armor')
('aeors', 'arose')
('aarrs', 'arras')
('aerrt', 'arret')
('aorrw', 'arrow')
('amrsu', 'arums')
('aciis', 'ascii')
('acssu', 'ascus')
('aehrs', 'asher')
('aains', 'asian')
('adeks', 'asked')
('aeksw', 'askew')
('aenps', 'aspen')
('aassy', 'assay')
('aesst', 'asset')
('aerst', 'aster')
('aatxy', 'ataxy')
('aalst', 'atlas')
('amost', 'atoms')
('anoty', 'atony')
('aairt', 'atria')
('acitt', 'attic')
('aditu', 'audit')
('aghtu', 'aught')
('aaelu', 'aulae')
('anstu', 'aunts')
('aalru', 'aural')
('aciru', 'auric')
('airsu', 'auris')
('aostu', 'autos')
('ainux', 'auxin')
('aantv', 'avant')
('aaenv', 'avena')
('aertv', 'avert')
('ainov', 'avion')
('aosvw', 'avows')
('aaitw', 'await')
('aadrw', 'award')
('aahsw', 'awash')
('aginw', 'awing')
('aekow', 'awoke')
('aailx', 'axial')
('aginx', 'axing')
('aeitx', 'axite')
('aenox', 'axone')
('aahsy', 'ayahs')
('acioz', 'azoic')
('ahotz', 'azoth')
('aeruz', 'azure')
('aabbs', 'babas')
('abbes', 'babes')
('abcno', 'bacon')
('abdly', 'badly')
('abggy', 'baggy')
('abils', 'bails')
('abist', 'baits')
('abdek', 'baked')
('abeks', 'bakes')
('abelr', 'baler')
('abkls', 'balks')
('ablls', 'balls')
('ablmy', 'balmy')
('aabln', 'banal')
('abdns', 'bands')
('abens', 'banes')
('abjno', 'banjo')
('abnns', 'banns')
('abntu', 'bantu')
('abdrs', 'bards')
('aberr', 'barer')
('abert', 'baret')
('abegr', 'barge')
('abkrs', 'barks')
('abnor', 'baron')
('aabds', 'basad')
('abdes', 'based')
('abess', 'bases')
('abils', 'basil')
('abiss', 'basis')
('abiss', 'bassi')
('abest', 'baste')
('abdet', 'bated')
('abeht', 'bathe')
('abikt', 'batik')
('abtty', 'batty')
('abdsw', 'bawds')
('ablsw', 'bawls')
('abouy', 'bayou')
('abdes', 'beads')
('abeks', 'beaks')
('abeno', 'beano')
('abder', 'beard')
('abest', 'beast')
('abesu', 'beaus')
('abeux', 'beaux')
('bdeim', 'bedim')
('beefs', 'beefs')
('beeps', 'beeps')
('beest', 'beets')
('befgo', 'befog')
('beegt', 'beget')
('begot', 'begot')
('begnu', 'begun')
('begin', 'being')
('abely', 'belay')
('beeil', 'belie')
('beill', 'belli')
('bells', 'bells')
('below', 'below')
('abems', 'bemas')
('bcehn', 'bench')
('beenn', 'benne')
('benst', 'bents')
('beghr', 'bergh')
('berry', 'berry')
('belry', 'beryl')
('bemos', 'besom')
('besst', 'bests')
('beelt', 'betel')
('beelv', 'bevel')
('abghn', 'bhang')
('bbeil', 'bible')
('bddiy', 'biddy')
('bdeis', 'bides')
('beins', 'biens')
('bdfii', 'bifid')
('bgiot', 'bigot')
('bdeik', 'biked')
('beiks', 'bikes')
('bikls', 'bilks')
('billy', 'billy')
('beint', 'binet')
('bgino', 'bingo')
('bchir', 'birch')
('bhirt', 'birth')
('bchit', 'bitch')
('beirt', 'biter')
('biott', 'bitot')
('biinx', 'bixin')
('abckl', 'black')
('abhls', 'blahs')
('abelm', 'blame')
('abdln', 'bland')
('abelr', 'blare')
('ablst', 'blast')
('abelz', 'blaze')
('abelr', 'blear')
('bdeel', 'bleed')
('bdeln', 'blend')
('belss', 'bless')
('bilmp', 'blimp')
('bikln', 'blink')
('bilss', 'bliss')
('ablot', 'bloat')
('bcklo', 'block')
('beklo', 'bloke')
('bdloo', 'blood')
('blost', 'blots')
('blosw', 'blows')
('bdelu', 'blued')
('belsu', 'blues')
('blntu', 'blunt')
('blrsu', 'blurs')
('bhlsu', 'blush')
('abors', 'boars')
('abost', 'boats')
('bddeo', 'boded')
('bceko', 'boeck')
('begoy', 'bogey')
('bgosu', 'bogus')
('beios', 'boise')
('belos', 'boles')
('bloos', 'bolos')
('blosu', 'bolus')
('abeno', 'bonae')
('bdeno', 'boned')
('benos', 'bones')
('bgnos', 'bongs')
('bnnoy', 'bonny')
('bmnou', 'bonum')
('bbooy', 'booby')
('bkoos', 'books')
('bnoos', 'boons')
('beoos', 'boose')
('bhoot', 'booth')
('booty', 'booty')
('booyz', 'boozy')
('bdeor', 'bored')
('beors', 'bores')
('benor', 'borne')
('bkosy', 'bosky')
('bnoos', 'boson')
('bossy', 'bossy')
('bchot', 'botch')
('binou', 'bouin')
('bdnou', 'bound')
('bostu', 'bouts')
('below', 'bowel')
('beorw', 'bower')
('blosw', 'bowls')
('beorx', 'boxer')
('beloy', 'boyle')
('abcrt', 'bract')
('abers', 'braes')
('abdir', 'braid')
('abekr', 'brake')
('abnrs', 'brans')
('abrss', 'brass')
('aberv', 'brave')
('ablrw', 'brawl')
('abrxy', 'braxy')
('aberz', 'braze')
('abekr', 'break')
('bdeer', 'breed')
('beerv', 'breve')
('bersw', 'brews')
('abirr', 'briar')
('bcikr', 'brick')
('befir', 'brief')
('bgirs', 'brigs')
('bimrs', 'brims')
('bginr', 'bring')
('binry', 'briny')
('abdor', 'broad')
('bilor', 'broil')
('bmoor', 'bromo')
('bdoor', 'brood')
('bmoor', 'broom')
('bnorw', 'brown')
('bceru', 'bruce')
('birtu', 'bruit')
('bnrtu', 'brunt')
('bkrsu', 'brusk')
('abnry', 'bryan')
('bchuu', 'buchu')
('bdduy', 'buddy')
('bffsu', 'buffs')
('bgguy', 'buggy')
('bciku', 'buick')
('biltu', 'built')
('bblsu', 'bulbs')
('bgluy', 'bulgy')
('bkluy', 'bulky')
('bllsu', 'bulls')
('bmpsu', 'bumps')
('bchnu', 'bunch')
('bgnsu', 'bungs')
('bknsu', 'bunks')
('bnstu', 'bunts')
('benru', 'buren')
('bghru', 'burgh')
('blrsu', 'burls')
('abmru', 'burma')
('bnrtu', 'burnt')
('borru', 'burro')
('abrsu', 'bursa')
('bbsuy', 'busby')
('bessu', 'buses')
('bsstu', 'busts')
('bettu', 'butte')
('bltuy', 'butyl')
('beruy', 'buyer')
('aabnw', 'bwana')
('bnory', 'byron')
('abwyy', 'byway')
('abbcy', 'cabby')
('abcel', 'cable')
('aacco', 'cacao')
('accit', 'cacti')
('acdeg', 'cadge')
('acder', 'cadre')
('acefs', 'cafes')
('acegr', 'cager')
('acegy', 'cagey')
('acior', 'cairo')
('acdek', 'caked')
('acfil', 'calif')
('aacll', 'calla')
('aclls', 'calls')
('aclor', 'calor')
('aclxy', 'calyx')
('acemo', 'cameo')
('acmps', 'camps')
('aacln', 'canal')
('acden', 'caned')
('acens', 'canes')
('aacnn', 'canna')
('aceno', 'canoe')
('acnot', 'canto')
('aacpx', 'capax')
('acepr', 'caper')
('acnop', 'capon')
('acptu', 'caput')
('abcor', 'carbo')
('acder', 'cared')
('acers', 'cares')
('acgor', 'cargo')
('acenr', 'carne')
('abcor', 'carob')
('acmor', 'carom')
('acipr', 'carpi')
('acrry', 'carry')
('acrst', 'carts')
('acerv', 'carve')
('aceis', 'casei')
('ackss', 'casks')
('acest', 'caste')
('acssu', 'casus')
('acert', 'cater')
('achty', 'cathy')
('aacdu', 'cauda')
('aacsu', 'causa')
('aacev', 'cavae')
('acdev', 'caved')
('aaciv', 'cavia')
('acmuv', 'cavum')
('acees', 'cease')
('cceil', 'cecil')
('acder', 'cedar')
('cdeer', 'ceder')
('acell', 'cella')
('cells', 'cells')
('celst', 'celts')
('ceipt', 'cepit')
('aceer', 'cerea')
('aceir', 'ceria')
('celty', 'cetyl')
('acefh', 'chafe')
('achin', 'chain')
('achkl', 'chalk')
('acchn', 'chanc')
('achos', 'chaos')
('acdhr', 'chard')
('achrs', 'chars')
('achry', 'chary')
('achms', 'chasm')
('acehp', 'cheap')
('ccehk', 'check')
('ceehp', 'cheep')
('cefhs', 'chefs')
('cehss', 'chess')
('cehsw', 'chews')
('cchik', 'chick')
('cdehi', 'chide')
('cdhil', 'child')
('chiil', 'chili')
('cehim', 'chime')
('achin', 'china')
('chikn', 'chink')
('chins', 'chins')
('chipr', 'chirp')
('cehiv', 'chive')
('chior', 'choir')
('chmop', 'chomp')
('cdhor', 'chord')
('cehos', 'chose')
('bchsu', 'chubs')
('cghsu', 'chugs')
('chmsu', 'chums')
('chlru', 'churl')
('cehtu', 'chute')
('chily', 'chyli')
('cdeir', 'cider')
('aciil', 'cilia')
('cchin', 'cinch')
('ciirr', 'cirri')
('ceist', 'cites')
('cciiv', 'civic')
('acckl', 'clack')
('acilm', 'claim')
('aclmp', 'clamp')
('acgln', 'clang')
('aclns', 'clans')
('acklr', 'clark')
('aclps', 'clasp')
('aclsu', 'claus')
('acilv', 'clavi')
('aclsy', 'clays')
('acelr', 'clear')
('cefls', 'clefs')
('ceklr', 'clerk')
('ccikl', 'click')
('bcilm', 'climb')
('cgiln', 'cling')
('cilps', 'clips')
('ciilv', 'clivi')
('ccklo', 'clock')
('cglos', 'clogs')
('celno', 'clone')
('celos', 'close')
('clost', 'clots')
('clotu', 'clout')
('clnow', 'clown')
('bclsu', 'clubs')
('cdelu', 'clued')
('clmpu', 'clump')
('cklnu', 'clunk')
('accot', 'coact')
('acopt', 'coapt')
('acost', 'coats')
('abcor', 'cobra')
('cckos', 'cocks')
('accoo', 'cocoa')
('acdlo', 'codal')
('cddeo', 'coded')
('cdeos', 'codes')
('cdeos', 'coeds')
('cfios', 'coifs')
('cinos', 'coins')
('aclos', 'colas')
('ccilo', 'colic')
('clnoo', 'colon')
('clost', 'colts')
('bcemo', 'combe')
('bcmos', 'combs')
('cemos', 'comes')
('cfmoy', 'comfy')
('acmmo', 'comma')
('cdnoo', 'condo')
('cenoy', 'coney')
('cgnoo', 'congo')
('cknos', 'conks')
('cnosu', 'conus')
('ckoos', 'cooks')
('cloos', 'cools')
('cnoos', 'coons')
('coopt', 'coopt')
('cdeop', 'coped')
('acopr', 'copra')
('aclor', 'coral')
('cdors', 'cords')
('ceorr', 'corer')
('acior', 'coria')
('ckory', 'corky')
('cnoru', 'cornu')
('coprs', 'corps')
('cmoos', 'cosmo')
('cosst', 'costs')
('acott', 'cotta')
('cghou', 'cough')
('cnotu', 'count')
('copsu', 'coups')
('cenov', 'coven')
('ceosv', 'coves')
('ceovy', 'covey')
('cdeow', 'cowed')
('closw', 'cowls')
('aclox', 'coxal')
('cloyy', 'coyly')
('cenoz', 'cozen')
('acckr', 'crack')
('acgrs', 'crags')
('acmrs', 'crams')
('acknr', 'crank')
('achrs', 'crash')
('acert', 'crate')
('aclrw', 'crawl')
('acerz', 'craze')
('acekr', 'creak')
('cdeor', 'credo')
('ceekr', 'creek')
('ceepr', 'creep')
('ceemr', 'creme')
('ceepr', 'crepe')
('cerss', 'cress')
('acert', 'creta')
('cersw', 'crews')
('ccikr', 'crick')
('ceirr', 'crier')
('ceimr', 'crime')
('ciprs', 'crisp')
('ackor', 'croak')
('chnor', 'crohn')
('cnory', 'crony')
('cnoor', 'croon')
('corss', 'cross')
('cdorw', 'crowd')
('corsw', 'crows')
('celru', 'cruel')
('bcmru', 'crumb')
('cersu', 'cruse')
('crstu', 'crust')
('abcnu', 'cuban')
('bbceu', 'cubeb')
('bceru', 'cuber')
('bcciu', 'cubic')
('cffsu', 'cuffs')
('celux', 'culex')
('aclpu', 'culpa')
('cimnu', 'cumin')
('cinnu', 'cunni')
('bcrsu', 'curbs')
('cderu', 'cured')
('cersu', 'cures')
('aciru', 'curia')
('cioru', 'curio')
('clruy', 'curly')
('cersu', 'curse')
('crsuu', 'cursu')
('cruvy', 'curvy')
